"ARAX","ARAX_score","ARA_count","ARA_list","agg1","agg2","ara","aragorn","aragorn_score","biothings_explorer","biothings_explorer_score","causal_mechanism_qualifier","comp_clinical_evidence_score","comp_confidence_score","comp_novelty_score","edge_id","edge_object","edge_objectNode_cat","edge_objectNode_cats","edge_objectNode_name","edge_subjectNode_cat","edge_subjectNode_cats","edge_subjectNode_name","edge_type","edgeg_subject","improving_agent","improving_agent_score","normalized_score","object_aspect_qualifier","object_direction_qualifier","object_form_or_variant_qualifier","phrase","pk","predicate","primary_source","publications","publications_count","qualified_predicate","qualifiers","rank","result_counter","result_objectNode_cat","result_objectNode_id","result_objectNode_name","result_subjectNode_cat","result_subjectNode_id","result_subjectNode_name","subject_aspect_qualifier","subject_direction_qualifier","subject_form_or_variant_qualifier","sugeno_score","unsecret","unsecret_score","weighted_mean_score"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:unsecret-agent","","infores:biothings-explorer","true","0.675","true","0.835","","N/A","0.994","N/A","medik:edge#343","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Betamethasone","one-hop","CHEBI:3077","true","0.53","95.575","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:drugcentral","","0","","","10","10","biolink:SmallMolecule","CHEBI:3077","Betamethasone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.994","true","0.746","0.497"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:unsecret-agent","","infores:biothings-explorer","true","0.675","true","0.835","","N/A","0.994","N/A","medik:edge#345","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Betamethasone","one-hop","CHEBI:3077","true","0.53","95.575","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:biothings-multiomics-clinicaltrials","","0","","","10","10","biolink:SmallMolecule","CHEBI:3077","Betamethasone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.994","true","0.746","0.497"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:spoke","infores:improving-agent","infores:biothings-explorer","true","0.675","true","0.835","","N/A","0.994","N/A","5383536","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Betamethasone","one-hop","CHEBI:3077","true","0.53","95.575","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:drugcentral","","0","","","10","10","biolink:SmallMolecule","CHEBI:3077","Betamethasone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.994","true","0.746","0.497"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:aragorn","","infores:biothings-explorer","true","0.675","true","0.835","","N/A","0.994","N/A","f1500cf1a42d","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Betamethasone","creative","CHEBI:3077","true","0.53","95.575","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:automat-drug-central","","0","","","10","10","biolink:SmallMolecule","CHEBI:3077","Betamethasone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.994","true","0.746","0.497"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:aragorn","infores:molepro","infores:biothings-explorer","true","0.675","true","0.835","","N/A","0.994","N/A","03784fa7b76b","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Betamethasone","one-hop","CHEBI:3077","true","0.53","95.575","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:drugcentral","","0","","","10","10","biolink:SmallMolecule","CHEBI:3077","Betamethasone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.994","true","0.746","0.497"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:service-provider-trapi","infores:aragorn","infores:biothings-explorer","true","0.675","true","0.835","","N/A","0.994","N/A","e97b484293af","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Betamethasone","one-hop","CHEBI:3077","true","0.53","95.575","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:repodb","","0","","","10","10","biolink:SmallMolecule","CHEBI:3077","Betamethasone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.994","true","0.746","0.497"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:aragorn","","infores:biothings-explorer","true","0.675","true","0.835","","N/A","0.994","N/A","5a06c138b9d7","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Betamethasone","creative","CHEBI:3077","true","0.53","95.575","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:automat-robokop","","0","","","10","10","biolink:SmallMolecule","CHEBI:3077","Betamethasone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.994","true","0.746","0.497"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:aragorn","","infores:biothings-explorer","true","0.675","true","0.835","","N/A","0.994","N/A","9d1a1a6e5ead","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Betamethasone","creative","CHEBI:3077","true","0.53","95.575","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:service-provider-trapi","","0","","","10","10","biolink:SmallMolecule","CHEBI:3077","Betamethasone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.994","true","0.746","0.497"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:aragorn","infores:automat-robokop","infores:biothings-explorer","true","0.675","true","0.835","","N/A","0.994","N/A","be415a646bd5","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Betamethasone","one-hop","CHEBI:3077","true","0.53","95.575","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:drugcentral","","0","","","10","10","biolink:SmallMolecule","CHEBI:3077","Betamethasone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.994","true","0.746","0.497"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:aragorn","infores:automat-robokop","infores:biothings-explorer","true","0.675","true","0.835","","N/A","0.994","N/A","0fc07b467b0c","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Betamethasone","one-hop","CHEBI:3077","true","0.53","95.575","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:drugmechdb","","0","","","10","10","biolink:SmallMolecule","CHEBI:3077","Betamethasone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.994","true","0.746","0.497"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:aragorn","infores:molepro","infores:biothings-explorer","true","0.675","true","0.835","","N/A","0.994","N/A","442989e0c553","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Betamethasone","creative","CHEBI:3077","true","0.53","95.575","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:sider","","0","","","10","10","biolink:SmallMolecule","CHEBI:3077","Betamethasone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.994","true","0.746","0.497"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:biothings-repodb","infores:biothings-explorer","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","b67389f958e155e150d793f08b84ad4f","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","one-hop","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:repodb","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","","","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","CHEBI:9667-treats-MONDO:0015129-via_subclass","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","creative","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:biothings-explorer","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","","","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","inferred-CHEBI:9667-treats-MONDO:0015129","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","creative","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:biothings-explorer","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","","","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","medik:creative_edge#69","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","creative","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:unsecret-agent","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","","","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","medik:creative_edge#119","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","creative","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:unsecret-agent","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:unsecret-agent","","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","medik:edge#329","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","one-hop","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:drugcentral","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:unsecret-agent","","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","medik:edge#330","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","one-hop","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:drugmechdb","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:spoke","infores:improving-agent","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","5382333","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","one-hop","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:drugcentral","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:aragorn","infores:automat-robokop","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","98259b28fa61","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","one-hop","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:drugmechdb","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:aragorn","","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","23d5c86544c3","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","creative","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:automat-drug-central","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:aragorn","infores:molepro","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","1a59636878bd","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","creative","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:sider","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:aragorn","","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","da5d6af0c1b1","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","creative","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:automat-robokop","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
"false","0","4","infores:biothings-explorer; infores:unsecret-agent; infores:improving-agent; infores:aragorn","infores:aragorn","infores:automat-robokop","infores:biothings-explorer","true","0.688","true","0.731","","N/A","0.993","N/A","57c34a9152a8","MONDO:0015129","biolink:Disease","biolink:Disease; biolink:NamedThing; biolink:ThingWithTaxon; biolink:DiseaseOrPhenotypicFeature; biolink:BiologicalEntity","Addison Disease","biolink:SmallMolecule","biolink:SmallMolecule; biolink:NamedThing; biolink:ChemicalOrDrugOrTreatment; biolink:ChemicalMixture; biolink:ChemicalEntityOrProteinOrPolypeptide; biolink:PhysicalEssenceOrOccurrent; biolink:ChemicalEntity; biolink:MolecularEntity; biolink:Drug; biolink:MolecularMixture; biolink:ChemicalEntityOrGeneOrGeneProduct; biolink:OntologyClass; biolink:PhysicalEssence","Triamcinolone","one-hop","CHEBI:9667","true","0.524","92.92","","","","DEFAULT PHRASE","pk-placeholder","biolink:treats","infores:drugcentral","","0","","","11","11","biolink:SmallMolecule","CHEBI:9667","Triamcinolone","biolink:Disease","MONDO:0015129","Addison Disease","","","","0.993","true","0.822","0.496"
